"","Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","CGA","ExistVeg","dominant_shrub_3","x","y","optional","rel_yrs","plant_yrs","salv_yrs","survey_year","survey.years.post","released","salvaged","planted","managed"
"201","MOO1202201","1737","MOONLIGHT","8/8/2012 0:00:00","CP, LJ, MS",2007,"MOO2201 JUNO","NAD83 UTM zone 10",697957.05,4461184.25,"110","22","GRANITE",NA,"6","2","0.5","91","1","5","50","1","0","0.5","0.5","0.5","1","3",NA,"NA","NA","5","1.5","7","3","4","BAF 20","51","56","0.5","20","140","60","80","40","6.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",697957.05,4461184.25,"TRUE","","","2010",2012,5,0,1,0,1
"202","PNP1000006","822","PENDOLA","8/4/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",657324.26,4365483.84,"56","13","GRANITE",NA,"1","1","4","44","50","13","0.5","0","35","1","0","15","1","5",NA,"NA","NA","1","4","2","0","2","INVASIVES: SYSC","NA","NA","NA","20","40","0","40","350","43","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",657324.26,4365483.84,"TRUE","","2001, 2001","2001",2010,11,0,1,1,1
"203","PNP1000009","1153","PENDOLA","7/27/2010 0:00:00","BL, GB, KW",1999,NA,"WGS84 UTM zone 10",657925.72,4365508.12,"308","38","granite",NA,"25","2","1","67","15","4","0","2","7","2","0.5","2","1","5",NA,"NA","NA","0","1.5","4","2","2",NA,"NA","NA","NA","20","80","40","40","100","6.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",657925.72,4365508.12,"TRUE","","2001, 2001","2000, 2000",2010,11,0,1,1,1
"204","PNP1000014","1156","PENDOLA","7/27/2010 0:00:00","BL, GB, KW",1999,NA,"WGS84 UTM zone 10",658113.79,4365719.42,"360","35","granite",NA,"20","10","4","66","0.5","82","3","0.5","0","10","0","0.5","1","5",NA,"NA","NA","0","2","0","0","0",NA,"NA","NA","NA","20","0","0","0","230","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",658113.79,4365719.42,"TRUE","2002, 1999","","",2010,11,1,0,0,1
"205","PNP1000023","820","PENDOLA","8/9/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",659883.45,4366365.79,"62","8","GRANITE",NA,"10","0","4","80","6","41","1","0.5","55","10","0","20","1","5",NA,"NA","NA","0.1","1.5","0","0","0","Moved plot approx. 15 meters SW due to extensive amounts of TODI.","NA","NA","NA","20","0","0","0","180","40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",659883.45,4366365.79,"TRUE","","2001, 2001","2000, 2000",2010,11,0,1,1,1
"206","PNP1000024","823","PENDOLA","8/9/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",659693.53,4366563.37,"269","12","GRANITE",NA,"15","1","2","72","10","15","1","3","8","15","0","8","1","4",NA,"NA","NA","0","3.5","1","1","0",NA,"NA","NA","NA","20","20","20","0","300","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",659693.53,4366563.37,"TRUE","","2001","2000",2010,11,0,1,1,1
"207","PNP1000036","816","PENDOLA","7/28/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",658864.26,4367545.1,"140","4","GRANITE",NA,"1","0","4","80","15","27","0.5","0.5","60","10","0","5","1","5",NA,"NA","NA","0.1","2.5","1","1","0",NA,"NA","NA","NA","20","20","20","0","250","8.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",658864.26,4367545.1,"TRUE","","2001","2000",2010,11,0,1,1,1
"208","PNP1000037","815","PENDOLA","7/28/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",659063.76,4367546.05,"118","14","GRANITE",NA,"2","0.5","4","69","45","2","0.5","0.5","40","10","3","0.5","1","4",NA,"NA","NA","0.5","8","2","0","2",NA,"NA","NA","NA","20","40","0","40","200","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",659063.76,4367546.05,"TRUE","","2001, 2001","2001, 2001",2010,11,0,1,1,1
"209","PNP1000041","1158","PENDOLA","7/28/2010 0:00:00","BL, GB, KW",1999,NA,"WGS84 UTM zone 10",659044.6,4367942.68,"109","50","granite",NA,"8","0.5","2","80","10","30","1","60","0","0","0","0","1","5",NA,"NA","NA","0.1","1.5","0","0","0","grassy patch in otherwise bushy landscape.","NA","NA","NA","20","0","0","0","150","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",659044.6,4367942.68,"TRUE","","2001, 2001","2001, 2001",2010,11,0,1,1,1
"210","PNP1110107","1177","PENDOLA","7/12/2011 0:00:00","CP, CR, TR, MS",1999,"no photo","NAD83 UTM zone 10",657793.01,4364748.88,"0","30","Granite",NA,"49","0","1","50","0.5","80","15","1","25","10","0.5","80","1","5",NA,"NA","NA","0","1","0","0","0",NA,"20","40","30","20","0","0","0","200","7.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",657793.01,4364748.88,"TRUE","1999, 2002","","",2011,12,1,0,0,1
"211","PNT1000002","746","PENDOLA","6/28/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",661728.18,4366862.86,"283","48","granite",NA,"8","0","3","85","4","50","1","1","10","0.5","2","0","1","5",NA,"NA","NA","0.2","1.5","3","0","3",NA,"NA","NA","NA","20","60","0","60","350","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661728.18,4366862.86,"TRUE","2003, 2002, 2001","2001, 2006","2000",2010,11,1,1,1,1
"212","PNT1000003","745","PENDOLA","6/28/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",661922.11,4366876.58,"196","18","granite",NA,"1","0","2","97","4","0.5","2","3","45","15","1","59","1","3",NA,"NA","NA","0.5","2.5","13","13","0","CONU overstory just outside plot.","NA","NA","NA","20","260","260","0","20","2.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661922.11,4366876.58,"TRUE","2003, 2002, 2001","2001, 2006","2000",2010,11,1,1,1,1
"213","PNT1000004","796","PENDOLA","6/29/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662125.11,4366877.33,"184","18","GRANITE",NA,"6","0","2","85","7","4","2","2","25","7","0.5","0","1","5",NA,"NA","NA","1","3","2","0","2",NA,"NA","NA","NA","20","40","0","40","200","14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662125.11,4366877.33,"TRUE","2003, 2002, 2001","2001, 2006","2000",2010,11,1,1,1,1
"214","PNT1000005","744","PENDOLA","6/28/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",661917.9,4367070.99,"284","43","granite",NA,"15","0","2","15","68","20","5","4","20","3","0","3","1","5",NA,"NA","NA","0.4","1","1","0","1",NA,"NA","NA","NA","20","20","0","20","300","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661917.9,4367070.99,"TRUE","2003, 2002, 2001","2001, 2006","2000",2010,11,1,1,1,1
"215","PNT1000006","795","PENDOLA","6/29/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662123.33,4367080.56,"110","24","GRANITE",NA,"4","0","2","88","6","9","0.5","1","25","9","0.5","5","1","3",NA,"NA","NA","0","0.5","6","5","1","INVASIVES: CYSC","NA","NA","NA","20","120","100","20","300","3.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662123.33,4367080.56,"TRUE","2003, 2002, 2001","2001, 2006","2000",2010,11,1,1,1,1
"216","PNT1000008","1130","PENDOLA","6/29/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662108.65,4367283.12,"38","47","granite",NA,"5","0","2","75","18","30","0","0","50","0","0.5","0","1","5",NA,"NA","NA","1.5","5","5","0","5",NA,"NA","NA","NA","20","100","0","100","290","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662108.65,4367283.12,"TRUE","2003, 2002, 2001","2001, 2006","2000",2010,11,1,1,1,1
"217","PNT1000009","800","PENDOLA","7/1/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662098.58,4367682.04,"240","36","GRANITE",NA,"2","0","1","87","10","15","3","0.5","22","1","1","0","1","5",NA,"NA","NA","3","4","2","0","2",NA,"NA","NA","NA","20","40","0","40","200","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662098.58,4367682.04,"TRUE","2002, 2001, 2002","2006, 2001, 2002","2000",2010,11,1,1,1,1
"218","PNT1000015","774","PENDOLA","7/8/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663096.15,4367921.69,"309","37","GRANITE",NA,"15","0","2","68","15","55","0","0","60","1","0.5","30","1","5",NA,"NA","NA","0.1","3","3","0","3",NA,"NA","NA","NA","20","60","0","60","250","2.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663096.15,4367921.69,"TRUE","2005","2002","",2010,11,1,0,1,1
"219","PNT1000016","764","PENDOLA","7/7/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663299.25,4367926.48,"172","28","GRANITE",NA,"30","0","3","59","8","2","2","2","40","15","0","30","1","5",NA,"NA","NA","0.1","1.5","3","2","1",NA,"NA","NA","NA","20","60","40","20","115","3.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663299.25,4367926.48,"TRUE","2006, 2001, 2004, 2002","2001, 2006","2000",2010,11,1,1,1,1
"220","PNT1000019","803","PENDOLA","7/6/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",661887.68,4368066.96,"220","54","GRANITE",NA,"50","0","3","45","2","40","3","5","15","0","0","0","1","5",NA,"NA","NA","0.5","1","0","0","0",NA,"NA","NA","NA","20","0","0","0","300","9.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661887.68,4368066.96,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"221","PNT1000020","738","PENDOLA","6/22/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",662080.3,4368026.12,"61","60","GRANITE",NA,"30","0","5","58","7","60","1","2","5","0","0","10","1","5",NA,"NA","NA","0.1","0.5","6","2","4",NA,"NA","NA","NA","20","120","40","80","320","3.69","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662080.3,4368026.12,"TRUE","2002, 2003, 2001","2006, 2001","2000",2010,11,1,1,1,1
"222","PNT1000022","783","PENDOLA","8/11/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663082.62,4368115.88,"224","4","GRANITE",NA,"2","0","3","80","15","79","3","5","5","2","5","1","1","4",NA,"NA","NA","1.5","3","8","2","6",NA,"NA","NA","NA","20","160","40","120","350","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663082.62,4368115.88,"TRUE","2005","2002","",2010,11,1,0,1,1
"223","PNT1000023","758","PENDOLA","7/8/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663288.89,4368114.66,"190","54","GRANITE",NA,"2","0","6","92","0","10","30","50","2","0.5","0","0","1","3",NA,"NA","NA","0.7","2","0","0","0","Plot located in grassy meadow.","NA","NA","NA","20","0","0","0","250","16.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663288.89,4368114.66,"TRUE","2005","2002","",2010,11,1,0,1,1
"224","PNT1000024","767","PENDOLA","7/8/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663471.7,4368144.07,"54","31","GRANITE",NA,"10","0","3","79","8","67","2","5","20","3","0","0","1","4",NA,"NA","NA","0.1","2.5","3","3","0","Moved plot 24 meters NE to actual plot center due to similar terrain.","NA","NA","NA","20","60","60","0","220","1.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663471.7,4368144.07,"TRUE","2005, 2003","2002","",2010,11,1,0,1,1
"225","PNT1000028","804","PENDOLA","7/6/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",661881.95,4368274.17,"198","76","GRANITE",NA,"35","0.5","2","60","3","10","2","3","1","0","0.5","0","1","4",NA,"NA","NA","0","2","3","3","0","Plot located in a draw, South side of dry draw.","NA","NA","NA","20","60","60","0","160","5.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661881.95,4368274.17,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"226","PNT1000029","739","PENDOLA","6/22/2010 0:00:00","BL, GB, KW",1999,NA,"WGS84 UTM zone 10",662082.68,4368277.63,"171","35","GRANITE",NA,"5","0","4","86","5","25","2","5","50","0","0","20","1","5",NA,"NA","NA","0.5","1.5","3","0","3",NA,"NA","NA","NA","20","60","0","60","210","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662082.68,4368277.63,"TRUE","","2002","",2010,11,0,0,1,1
"227","PNT1000030","792","PENDOLA","8/2/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",662674.91,4368296.17,"256","60","granite",NA,"5","0.5","4","76","15","45","20","0","45","3","0","15","1","5",NA,"NA","NA","2","4","1","1","0",NA,"NA","NA","NA","20","20","20","0","200","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662674.91,4368296.17,"TRUE","2005","2002","",2010,11,1,0,1,1
"228","PNT1000033","809","PENDOLA","6/21/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663280.93,4368314.57,"282","35","GRANITE",NA,"0.5","0","4","80.5","15","56","10","20","10","20","0.5","20","1","4",NA,"NA","NA","1.5","3","0","0","0",NA,"NA","NA","NA","20","0","0","0","300","3.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663280.93,4368314.57,"TRUE","2005","2002","",2010,11,1,0,1,1
"229","PNT1000034","728","PENDOLA","8/18/2010 0:00:00","GB, KS-B, AJ",1999,NA,"WGS84 UTM zone 10",663468.95,4368307.06,"56","49","granite",NA,"3","0","5","72","20","63","15","1","15","3","0","0","1","4",NA,"NA","NA","1","2.5","3","2","1",NA,"NA","NA","NA","20","60","40","20","300","10.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663468.95,4368307.06,"TRUE","2005, 2003","2002","",2010,11,1,0,1,1
"230","PNT1000037","806","PENDOLA","7/6/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",661878.62,4368480.83,"288","68","GRANITE",NA,"5","0","5","75","15","40","1","2","1","0","0","20","1","5",NA,"NA","NA","0.1","2","1","0","1",NA,"NA","NA","NA","20","20","0","20","220","7.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661878.62,4368480.83,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"231","PNT1000038","737","PENDOLA","6/22/2010 0:00:00","KW, BL, GB",1999,NA,"WGS84 UTM zone 10",662074.13,4368475.12,"318","55","granite",NA,"3","0","5","91","1","10","5","60","0","10","0","15","1","4",NA,"NA","NA","0.1","1.5","2","2","0","Plot on shoulder: half level, half sloped","NA","NA","NA","20","40","40","0","70","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662074.13,4368475.12,"TRUE","2002, 2003, 2001","2006, 2001","2000",2010,11,1,1,1,1
"232","PNT1000039","770","PENDOLA","7/13/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662262.14,4368486.49,"104","54","GRANITE",NA,"15","0","2","82","1","65","0.5","2","20","0","0.5","5","1","5",NA,"NA","NA","0.5","3","1","0","1","Moved plot 15 meters @ 280 degrees due to lack of satellite signal.","NA","NA","NA","20","20","0","20","300","4.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662262.14,4368486.49,"TRUE","","2002","",2010,11,0,0,1,1
"233","PNT1000040","777","PENDOLA","7/13/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662479.03,4368491.11,"275","35","GRANITE",NA,"20","0","2","65","13","15","1","2","30","15","0.5","0","1","5",NA,"NA","NA","1","2","1","0","1",NA,"NA","NA","NA","20","20","0","20","250","6.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662479.03,4368491.11,"TRUE","2006, 2002, 2004, 2001","2001, 2006","2000",2010,11,1,1,1,1
"234","PNT1000042","787","PENDOLA","8/2/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",662867.76,4368509.64,"235","52","GRANITE",NA,"5","0","3","77","15","25","1","40","20","0","0.5","10","1","5",NA,"NA","NA","0.1","2.5","1","0","1",NA,"NA","NA","NA","20","20","0","20","250","76","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662867.76,4368509.64,"TRUE","2005","2002","",2010,11,1,0,1,1
"235","PNT1000043","757","PENDOLA","6/14/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",663121,4368511.65,"305","55","GRANITE",NA,"2","0","2","87","9","60","7","5","2","0","0","0","1","5",NA,"NA","NA","0.1","3","1","0","1","Moved plot approx. 40 meters @ 92 degrees due to massive amounts of TODI and unvariable vegetation. Unable to update GPS from plot.","NA","NA","NA","20","20","0","20","250","6.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663121,4368511.65,"TRUE","2005","2002","",2010,11,1,0,1,1
"236","PNT1000044","810","PENDOLA","6/21/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663272.06,4368520.16,"136","15","GRANITE",NA,"8","0","1.5","89.3","1.2","15","2.5","1","7.5","5","0","0","1","5",NA,"NA","NA","0.1","2","1","1","0","Road running through SW side of plot.","NA","NA","NA","20","20","20","0","200","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663272.06,4368520.16,"TRUE","2006, 2001, 2004, 2002","2001, 2006","2000",2010,11,1,1,1,1
"237","PNT1000048","790","PENDOLA","8/3/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",661075.44,4368654.86,"100","50","GRANITE",NA,"10","0.5","4","81","5","89","5","20","15","0","7","0","1","5",NA,"NA","NA","1","1.5","3","0","3","Moved plot 10 meters due to TODI.","NA","NA","NA","20","60","0","60","320","9.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661075.44,4368654.86,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"238","PNT1000050","805","PENDOLA","7/6/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",662267.43,4368685.9,"309","47","GRANITE",NA,"15","0","3","62","20","10","1","0.5","70","0","2","30","1","5",NA,"NA","NA","0.3","5","4","1","3",NA,"NA","NA","NA","20","80","20","60","250","1.75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662267.43,4368685.9,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"239","PNT1000051","1136","PENDOLA","6/14/2010 0:00:00","KW, BL, GB,VA,TF",1999,NA,"WGS84 UTM zone 10",662475.93,4368684.83,"80","40","granite",NA,"1","0","2","90","7","28","0.5","5","8","0.5","1","80","1","3",NA,"NA","NA","1","1","3","3","0",NA,"NA","NA","NA","20","60","60","0","250","2.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662475.93,4368684.83,"TRUE","","2002","",2010,11,0,0,1,1
"240","PNT1000054","773","PENDOLA","7/14/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",663104.49,4368709.47,"300","45","GRANITE",NA,"2","0","5","83","10","60","1","5","3","15","0","0.5","1","5",NA,"NA","NA","0.5","2","0","0","0","Plot moved approx. 25 meters East due to RUAR and TODI","NA","NA","NA","20","0","0","0","300","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663104.49,4368709.47,"TRUE","2005","2002","",2010,11,1,0,1,1
"241","PNT1000055","736","PENDOLA","6/22/2010 0:00:00","BL, GB, KW",1999,NA,"WGS84 UTM zone 10",663247.67,4368713.6,"68","40","granite",NA,"0.5","0","5","79.5","15","40","1","3","20","5","2","10","1","5",NA,"NA","NA","0.5","3","5","2","3",NA,"NA","NA","NA","20","100","40","60","300","39.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663247.67,4368713.6,"TRUE","2005, 2003","2002","",2010,11,1,0,1,1
"242","PNT1000058","726","PENDOLA","8/11/2010 0:00:00","BL, GB, KW",1999,NA,"WGS84 UTM zone 10",663873.59,4368732.64,"97","53","granite",NA,"30","0","4","46","20","69","1","2","25","2","0","0","1","4",NA,"NA","NA","0.1","2","2","2","0",NA,"NA","NA","NA","20","40","40","0","250","6.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663873.59,4368732.64,"TRUE","2005, 2003","2002","",2010,11,1,0,1,1
"243","PNT1000062","779","PENDOLA","7/13/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662266.61,4368878.59,"5","57","GRANITE",NA,"5","0","3","77","15","73","0","0","15","0","0","0","1","5",NA,"NA","NA","0.2","2.8","3","0","3",NA,"NA","NA","NA","20","60","0","60","220","5.21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662266.61,4368878.59,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"244","PNT1000063","1135","PENDOLA","6/14/2010 0:00:00","KW, BL, GB, VA, TF",1999,NA,"WGS84 UTM zone 10",662461.5,4368896.73,"128","32","granite",NA,"5","0","8","80","7","31","0.5","0.5","55","2","0","8","1","5",NA,"NA","NA","0.5","1","0","0","0",NA,"NA","NA","NA","20","0","0","0","220","51.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662461.5,4368896.73,"TRUE","2006, 2002, 2004, 2001, 2005","2002, 2001, 2006","2000",2010,11,1,1,1,1
"245","PNT1000064","776","PENDOLA","7/13/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662661.57,4368900.59,"158","5","GRANITE",NA,"25","0","4","53","18","35","1","0.5","12","5","0","2","1","5",NA,"NA","NA","0","1.5","2","0","2",NA,"NA","NA","NA","20","40","0","40","175","50","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662661.57,4368900.59,"TRUE","2006, 2002, 2004, 2001","2001, 2006","2000",2010,11,1,1,1,1
"246","PNT1000066","725","PENDOLA","8/19/2010 0:00:00","BL, DS",1999,NA,"WGS84 UTM zone 10",663070.96,4368900.88,"322","72","granite",NA,"2","0","4","69","25","62","0.5","0.5","70","0","2","60","1","4",NA,"NA","NA","3","4.5","3","1","2","moved plot approx. 10 meters @ 145 degrees due to impasible TODI","NA","NA","NA","20","60","20","40","300","1.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663070.96,4368900.88,"TRUE","2005","2002","",2010,11,1,0,1,1
"247","PNT1000067","734","PENDOLA","6/15/2010 0:00:00","TF, VA",1999,NA,"WGS84 UTM zone 10",663259.67,4368918.8,"102","32","granite",NA,"3","0","1","96","0.5","35","1","0.5","6","2","1","5","1","3",NA,"NA","NA","0.5","1","4","4","0",NA,"NA","NA","NA","20","80","80","0","30","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663259.67,4368918.8,"TRUE","2001, 2002, 2004, 2006","2001, 2001, 2006","2000",2010,11,1,1,1,1
